timestamp,regime,ticker,weight_pct,rmb_payload,usd_payload,current_price,drawdown_pct,volatility_90d,momentum_z,composite_score
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,36.3899,2729.24,376.4475,576.6050,1.0120,36.0885,2.8084,0.1803
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,36.6101,2745.76,378.7249,295.6950,0.5432,18.5863,3.0955,0.1814
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.0000,150.00,20.6897,49.0300,21.2749,55.8915,-0.0406,0.7803
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6300,0.1191,0.9526,1.1083,0.2955
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,36.6869,2751.52,379.5194,575.9050,1.1322,36.0788,2.7987,0.1835
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,36.3131,2723.48,375.6530,295.6600,0.5549,18.5857,3.0931,0.1816
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.0000,150.00,20.6897,48.9500,21.4033,55.8890,-0.0557,0.7811
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6300,0.1191,0.9526,1.1083,0.2955
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,22.1634,1662.26,229.2768,576.7200,0.9923,36.0903,2.8100,0.1796
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,22.6219,1696.64,234.0191,295.4400,0.6289,18.5823,3.0779,0.1833
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,4.0900,306.75,42.3101,48.9400,21.4194,55.8888,-0.0576,0.7812
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,51.1247,3834.36,528.8767,100.6300,0.1191,0.9526,1.1084,0.2955
2026-05-23T00:00:00,FRAGILE_EUPHORIA,0.6500,8.9688,SMH,8.4628,634.71,87.5458,576.3200,1.0609,36.0844,2.8044,0.1839,1.0000
2026-05-23T00:00:00,FRAGILE_EUPHORIA,0.6500,8.9688,QQQM,8.5031,637.73,87.9634,295.4400,0.6289,18.5823,3.0779,0.1848,1.0000
2026-05-23T00:00:00,FRAGILE_EUPHORIA,0.6500,8.9688,URA,4.4883,336.62,46.4310,48.9400,21.4194,55.8888,-0.0576,1.0000,1.4000
2026-05-23T00:00:00,FRAGILE_EUPHORIA,0.6500,8.9688,SGOV,78.5458,5890.93,812.5426,100.6300,0.1191,0.9526,1.1083,0.2958,1.0000
2026-05-23T00:00:00,FRAGILE_EUPHORIA,0.6500,8.9688,SMH,8.4628,634.71,87.5458,576.3200,1.0609,36.0844,2.8044,0.1839,1.0000
2026-05-23T00:00:00,FRAGILE_EUPHORIA,0.6500,8.9688,QQQM,8.5031,637.73,87.9634,295.4400,0.6289,18.5823,3.0779,0.1848,1.0000
2026-05-23T00:00:00,FRAGILE_EUPHORIA,0.6500,8.9688,URA,4.4883,336.62,46.4310,48.9400,21.4194,55.8888,-0.0576,1.0000,1.4000
2026-05-23T00:00:00,FRAGILE_EUPHORIA,0.6500,8.9688,SGOV,78.5458,5890.93,812.5426,100.6300,0.1191,0.9526,1.1083,0.2958,1.0000
